,index,chatbot,user,dataset,date_today,id
15646,646,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-20"">I planted them 2 months ago</TIMEX3>.",test,2025-06-28,15646
15647,647,Where is your farm located?,In <LOCATION>Musanze</LOCATION>.,train,2025-06-28,15647
15648,648,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-04"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,15648
15649,649,Where is your farm located?,In <LOCATION>Huye</LOCATION>.,train,2025-06-28,15649
15650,650,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,train,2025-06-28,15650
15651,651,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,train,2025-06-28,15651
15652,652,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,train,2025-06-28,15652
15653,653,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,train,2025-06-28,15653
15654,654,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-13"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,15654
15655,655,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-20"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15655
15656,656,Where is your farm located?,In <LOCATION>Nyaruguru</LOCATION>.,test,2025-06-28,15656
15657,657,Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.,train,2025-06-28,15657
15658,658,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-08"">2 weeks ago</TIMEX3>.",train,2025-06-28,15658
15659,659,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,train,2025-06-28,15659
15660,660,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-05"">3 weeks ago</TIMEX3>.",train,2025-06-28,15660
15661,661,Where is your farm located?,In <LOCATION>Karongi</LOCATION>.,train,2025-06-28,15661
15662,662,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,valid,2025-06-28,15662
15663,663,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-07"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15663
15664,664,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-23"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,15664
15665,665,Where is your farm located?,In <LOCATION>Karongi</LOCATION>.,train,2025-06-28,15665
15666,666,Where is your farm located?,In <LOCATION>Nyaruguru</LOCATION>.,train,2025-06-28,15666
15667,667,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,train,2025-06-28,15667
15668,668,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,train,2025-06-28,15668
15669,669,Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.,train,2025-06-28,15669
15670,670,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-10"">7 weeks ago</TIMEX3>.",train,2025-06-28,15670
15671,671,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-31"">4 weeks ago</TIMEX3>.",train,2025-06-28,15671
15672,672,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-10"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15672
15673,673,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-15"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15673
15674,674,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-12"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15674
15675,675,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-11"">6 weeks ago</TIMEX3>.",train,2025-06-28,15675
15676,676,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-07"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15676
15677,677,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,train,2025-06-28,15677
15678,678,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-04-29"">8 weeks ago</TIMEX3>.",train,2025-06-28,15678
15679,679,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-13"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,15679
15680,680,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-06"">I planted them 2 months ago</TIMEX3>.",valid,2025-06-28,15680
15681,681,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-27"">4 weeks ago</TIMEX3>.",train,2025-06-28,15681
15682,682,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-31"">4 weeks ago</TIMEX3>.",train,2025-06-28,15682
15683,683,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-04"">3 weeks ago</TIMEX3>.",train,2025-06-28,15683
15684,684,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-01"">8 weeks ago</TIMEX3>.",train,2025-06-28,15684
15685,685,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-24"">5 weeks ago</TIMEX3>.",train,2025-06-28,15685
15686,686,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-14"">I planted them 2 months ago</TIMEX3>.",test,2025-06-28,15686
15687,687,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,valid,2025-06-28,15687
15688,688,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-15"">I planted them 2 months ago</TIMEX3>.",valid,2025-06-28,15688
15689,689,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,train,2025-06-28,15689
15690,690,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-14"">6 weeks ago</TIMEX3>.",train,2025-06-28,15690
15691,691,Where is your farm located?,In <LOCATION>Karongi</LOCATION>.,train,2025-06-28,15691
15692,692,Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.,train,2025-06-28,15692
15693,693,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-14"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,15693
15694,694,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-13"">2 weeks ago</TIMEX3>.",train,2025-06-28,15694
15695,695,Where is your farm located?,In <LOCATION>Musanze</LOCATION>.,train,2025-06-28,15695
15696,696,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-15"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15696
15697,697,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-23"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,15697
15698,698,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,train,2025-06-28,15698
15699,699,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-18"">5 weeks ago</TIMEX3>.",train,2025-06-28,15699
15700,700,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-01"">3 weeks ago</TIMEX3>.",train,2025-06-28,15700
15701,701,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-09"">2 weeks ago</TIMEX3>.",train,2025-06-28,15701
15702,702,Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.,train,2025-06-28,15702
15703,703,Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.,test,2025-06-28,15703
15704,704,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,15704
15705,705,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-18"">5 weeks ago</TIMEX3>.",valid,2025-06-28,15705
15706,706,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-22"">I planted them 3 months ago</TIMEX3>.",valid,2025-06-28,15706
15707,707,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,train,2025-06-28,15707
15708,708,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-15"">6 weeks ago</TIMEX3>.",valid,2025-06-28,15708
15709,709,Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.,train,2025-06-28,15709
15710,710,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,15710
15711,711,Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.,train,2025-06-28,15711
15712,712,Where is your farm located?,In <LOCATION>Nyaruguru</LOCATION>.,train,2025-06-28,15712
15713,713,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,test,2025-06-28,15713
15714,714,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-08"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15714
15715,715,Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.,train,2025-06-28,15715
15716,716,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,train,2025-06-28,15716
15717,717,Where is your farm located?,In <LOCATION>Karongi</LOCATION>.,train,2025-06-28,15717
15718,718,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-08"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15718
15719,719,Where is your farm located?,In <LOCATION>Karongi</LOCATION>.,train,2025-06-28,15719
15720,720,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,train,2025-06-28,15720
15721,721,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-04"">7 weeks ago</TIMEX3>.",valid,2025-06-28,15721
15722,722,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-29"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,15722
15723,723,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-01"">3 weeks ago</TIMEX3>.",train,2025-06-28,15723
15724,724,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,train,2025-06-28,15724
15725,725,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-18"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15725
15726,726,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-04"">7 weeks ago</TIMEX3>.",train,2025-06-28,15726
15727,727,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,train,2025-06-28,15727
15728,728,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-24"">5 weeks ago</TIMEX3>.",train,2025-06-28,15728
15729,729,Where is your farm located?,In <LOCATION>Karongi</LOCATION>.,train,2025-06-28,15729
15730,730,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-17"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15730
15731,731,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-04"">7 weeks ago</TIMEX3>.",train,2025-06-28,15731
15732,732,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-16"">I planted them 2 months ago</TIMEX3>.",valid,2025-06-28,15732
15733,733,Where is your farm located?,In <LOCATION>Karongi</LOCATION>.,train,2025-06-28,15733
15734,734,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,train,2025-06-28,15734
15735,735,Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.,train,2025-06-28,15735
15736,736,Where is your farm located?,In <LOCATION>Huye</LOCATION>.,train,2025-06-28,15736
15737,737,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-24"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,15737
15738,738,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-09"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15738
15739,739,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-17"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15739
15740,740,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,train,2025-06-28,15740
15741,741,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-21"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,15741
15742,742,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-09"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15742
15743,743,Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.,test,2025-06-28,15743
15744,744,Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.,train,2025-06-28,15744
15745,745,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,train,2025-06-28,15745
15746,746,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,valid,2025-06-28,15746
15747,747,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-10"">I planted them 2 months ago</TIMEX3>.",valid,2025-06-28,15747
15748,748,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,train,2025-06-28,15748
15749,749,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,train,2025-06-28,15749
15750,750,Where is your farm located?,In <LOCATION>Nyaruguru</LOCATION>.,train,2025-06-28,15750
15751,751,Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.,train,2025-06-28,15751
15752,752,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-04"">7 weeks ago</TIMEX3>.",train,2025-06-28,15752
15753,753,Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.,train,2025-06-28,15753
15754,754,Which potato variety do you plant?,I plant <POTATO>Rose Finn Apple</POTATO>.,train,2025-06-28,15754
15755,755,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-31"">I planted them 2 months ago</TIMEX3>.",test,2025-06-28,15755
15756,756,Where is your farm located?,In <LOCATION>Musanze</LOCATION>.,train,2025-06-28,15756
15757,757,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-16"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15757
15758,758,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,train,2025-06-28,15758
15759,759,Where is your farm located?,In <LOCATION>Musanze</LOCATION>.,valid,2025-06-28,15759
15760,760,Where is your farm located?,In <LOCATION>Nyaruguru</LOCATION>.,train,2025-06-28,15760
15761,761,Which potato variety do you plant?,I plant <POTATO>Rose Finn Apple</POTATO>.,train,2025-06-28,15761
15762,762,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-09"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,15762
15763,763,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-21"">I planted them 3 months ago</TIMEX3>.",test,2025-06-28,15763
15764,764,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,train,2025-06-28,15764
15765,765,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-17"">1 weeks ago</TIMEX3>.",train,2025-06-28,15765
15766,766,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-19"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15766
15767,767,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,train,2025-06-28,15767
15768,768,Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.,train,2025-06-28,15768
15769,769,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,train,2025-06-28,15769
15770,770,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-12"">I planted them 2 months ago</TIMEX3>.",valid,2025-06-28,15770
15771,771,Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.,train,2025-06-28,15771
15772,772,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-18"">1 weeks ago</TIMEX3>.",train,2025-06-28,15772
15773,773,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,train,2025-06-28,15773
15774,774,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,valid,2025-06-28,15774
15775,775,Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.,test,2025-06-28,15775
15776,776,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,train,2025-06-28,15776
15777,777,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-01"">3 weeks ago</TIMEX3>.",train,2025-06-28,15777
15778,778,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,train,2025-06-28,15778
15779,779,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-23"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,15779
15780,780,Where is your farm located?,In <LOCATION>Huye</LOCATION>.,valid,2025-06-28,15780
15781,781,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-25"">I planted them 3 months ago</TIMEX3>.",valid,2025-06-28,15781
15782,782,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-24"">5 weeks ago</TIMEX3>.",train,2025-06-28,15782
15783,783,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-09"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15783
15784,784,Where is your farm located?,In <LOCATION>Karongi</LOCATION>.,train,2025-06-28,15784
15785,785,Where is your farm located?,In <LOCATION>Musanze</LOCATION>.,train,2025-06-28,15785
15786,786,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-11"">I planted them 3 months ago</TIMEX3>.",valid,2025-06-28,15786
15787,787,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-02"">8 weeks ago</TIMEX3>.",valid,2025-06-28,15787
15788,788,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,test,2025-06-28,15788
15789,789,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,15789
15790,790,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-09"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15790
15791,791,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,valid,2025-06-28,15791
15792,792,Which potato variety do you plant?,I plant <POTATO>Rose Finn Apple</POTATO>.,train,2025-06-28,15792
15793,793,Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.,test,2025-06-28,15793
15794,794,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,train,2025-06-28,15794
15795,795,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-13"">2 weeks ago</TIMEX3>.",test,2025-06-28,15795
15796,796,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-11"">6 weeks ago</TIMEX3>.",valid,2025-06-28,15796
15797,797,Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.,test,2025-06-28,15797
15798,798,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,train,2025-06-28,15798
15799,799,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-04-29"">8 weeks ago</TIMEX3>.",train,2025-06-28,15799
15800,800,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-20"">5 weeks ago</TIMEX3>.",train,2025-06-28,15800
15801,801,Where is your farm located?,In <LOCATION>Musanze</LOCATION>.,train,2025-06-28,15801
15802,802,Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.,train,2025-06-28,15802
15803,803,Where is your farm located?,In <LOCATION>Karongi</LOCATION>.,train,2025-06-28,15803
15804,804,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,train,2025-06-28,15804
15805,805,Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.,valid,2025-06-28,15805
15806,806,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-16"">6 weeks ago</TIMEX3>.",train,2025-06-28,15806
15807,807,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-17"">6 weeks ago</TIMEX3>.",train,2025-06-28,15807
15808,808,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-18"">5 weeks ago</TIMEX3>.",train,2025-06-28,15808
15809,809,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-09"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,15809
15810,810,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-16"">6 weeks ago</TIMEX3>.",train,2025-06-28,15810
15811,811,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,15811
15812,812,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-03"">8 weeks ago</TIMEX3>.",train,2025-06-28,15812
15813,813,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,train,2025-06-28,15813
15814,814,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,valid,2025-06-28,15814
15815,815,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-19"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,15815
15816,816,Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.,train,2025-06-28,15816
15817,817,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-19"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,15817
15818,818,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,train,2025-06-28,15818
15819,819,Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.,train,2025-06-28,15819
15820,820,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,train,2025-06-28,15820
15821,821,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-13"">6 weeks ago</TIMEX3>.",train,2025-06-28,15821
15822,822,Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.,train,2025-06-28,15822
15823,823,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-07"">3 weeks ago</TIMEX3>.",train,2025-06-28,15823
15824,824,Where is your farm located?,In <LOCATION>Nyaruguru</LOCATION>.,train,2025-06-28,15824
15825,825,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-13"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15825
15826,826,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-23"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,15826
15827,827,Where is your farm located?,In <LOCATION>Karongi</LOCATION>.,train,2025-06-28,15827
15828,828,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,15828
15829,829,Where is your farm located?,In <LOCATION>Huye</LOCATION>.,train,2025-06-28,15829
15830,830,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-17"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15830
15831,831,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-16"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15831
15832,832,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,test,2025-06-28,15832
15833,833,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-20"">1 weeks ago</TIMEX3>.",train,2025-06-28,15833
15834,834,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-03"">8 weeks ago</TIMEX3>.",train,2025-06-28,15834
15835,835,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-26"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,15835
15836,836,Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.,train,2025-06-28,15836
15837,837,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,train,2025-06-28,15837
15838,838,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-18"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,15838
15839,839,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-17"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,15839
15840,840,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,train,2025-06-28,15840
15841,841,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,test,2025-06-28,15841
